domain	fake_sum
pakalertpress.com	2.0
theiowastar.com	1.0
mnbusinessdaily.com	1.0
sciencetimes.com	1.0
indystandard.com	1.0
cair.com	1.0
kokomostandard.com	1.0
conservativefiringline.com	2.0
wftj8news.com	1.0
newsglobal.com	1.0
southatlantanews.com	1.0
elizabethjohnston.org	1.0
tmzworldnews.com	3.0
satiratribune.com	1.0
subjectpolitics.com	1.0
thelibertymill.com	1.0
libertyblitzkrieg.com	1.0
politicsintheusa.com	1.0
atlanticcotimes.com	1.0
ebaumsworld.com	1.0
mrconservative.com	1.0
uslifetoday.com	1.0
chinadaily.com.cn	1.0
globalresearch.ca	2.0
willyloman.wordpress.com	1.0
freeinquirer.com	1.0
foreignpolicyi.org	1.0
usconservativetoday.com	2.0
savannahstandard.com	1.0
automotostar.com	1.0
americansfortruth.com	1.0
nekansascitynews.com	1.0
coasttocoastam.com	2.0
norfolkreporter.com	1.0
cobbnewsga.com	1.0
meanlefthook.com	1.0
readconservatives.news	3.0
northbluegrassnews.com	1.0
tularetimes.com	1.0
understandingthethreat.com	1.0
usadosenews.com	3.0
gopthedailydose.com	2.0
supremepatriot.com	2.0
naturalhealth365.com	1.0
bipartisanreport.com	2.0
eastcentralreporter.com	1.0
swvegasnews.com	1.0
worldnewscircle.com	1.0
ronpaulinstitute.org	1.0
zerohedge.com	2.0
ageofautism.com	1.0
swgeorgianews.com	1.0
ncmassnews.com	1.0
swarajyamag.com	1.0
truthinmedia.com	1.0
interioralaskanews.com	1.0
wallstreetonparade.com	1.0
basnews.com	1.0
southcentralreporter.com	1.0
prisonplanet.com	2.0
geneseenews.com	1.0
macombtoday.com	1.0
anonews.co	1.0
heartland.org	2.0
freebeacon.com	1.0
thepeoplesvoice.tv	1.0
ncfloridanews.com	1.0
friatider.se	1.0
thereligionofpeace.com	1.0
worldpoliticsnow.com	3.0
noticias365.info	1.0
goodgopher.com	1.0
southsfvtoday.com	1.0
fromthetrenchesworldreport.com	1.0
bluestatebluesnews.com	1.0
nwkansasnews.com	1.0
channel56news.com	1.0
profam.org	1.0
palmcoasttimes.com	1.0
northgwinnettnews.com	1.0
buzzloving.com	1.0
endthefed.org	1.0
scconnnews.com	1.0
pandemic.news	1.0
theblaze.com	2.0
economicnoise.com	1.0
joerogan.com	1.0
overpassesforamerica.com	1.0
santaclaratoday.com	1.0
lucianne.com	1.0
zootfeed.com	1.0
charismanews.com	2.0
georgiastarnews.com	1.0
nebergennews.com	1.0
in the conspiracy-pseudoscience category may publish unverifiable information that is not always supported by evidence. these sources may be untrustworthy for credible/verifiable information; therefore, fact-checking and further investigation is recommended on a per article basis when obtaining information from these sources. see all conspiracy-pseudoscience sources.	1.0
washingtonevening.com	1.0
eyeopening.info	1.0
70news.wordpress.com	2.0
youngcons.com	1.0
swmissnews.com	1.0
secoloradonews.com	1.0
southdsmnews.com	1.0
novitimes.com	1.0
goldenstatetoday.com	1.0
metrowesttimes.com	1.0
junkscience.com	1.0
trendingpolitics.com	1.0
thebeardedpatriot.com	1.0
x22report.com	2.0
westindynews.com	1.0
socialeverythings.com	3.0
independentsciencenews.org	1.0
gulfnews.com	1.0
larimernews.com	1.0
nbc.com.co	3.0
silverstealers.net	1.0
centralbrowardnews.com	1.0
foreverconscious.com	1.0
oilgeopolitics.net	1.0
donaldtrumpnews.co	2.0
revolver.news	1.0
defenddemocracy.press	1.0
cureus.com	1.0
westernwaynetoday.com	1.0
channel66news.com	1.0
ftwaynetimes.com	1.0
usherald.com	3.0
gunsternews.com	1.0
westvolusianews.com	1.0
cnnsofake.news	1.0
freedomfirstnetwork.com	1.0
newshourfirst.com	1.0
myfreshnews.com	2.0
deplorablekel.com	1.0
mtonews.com	1.0
thetruthvoice.net	1.0
wyandottetimes.com	1.0
romereporter.com	1.0
mtbusinessdaily.com	1.0
currentsciencedaily.com	1.0
larouchepac.com	1.0
isthatlegit.com	1.0
weconservative.com	1.0
tricitysun.com	1.0
dailysidnews.com	1.0
minnesotastatewire.com	1.0
joebiden.news	1.0
marinleader.com	1.0
c19proxalutamide.com	1.0
moonofalabama.org	2.0
centralidahotimes.com	1.0
louderwithcrowder.com	1.0
australiannationalreview.com	1.0
vigilantcitizen.com	3.0
capemonews.com	1.0
theconservativecentral.com	1.0
scmissourinews.com	1.0
pennsylvaniadailystar.com	1.0
righterway.com	1.0
swarizonanews.com	1.0
westbanklanews.com	1.0
politicass.com	1.0
rightalert.com	1.0
grandrapidsreporter.com	1.0
worldwidehealthy.com	1.0
vancouvertimes.org	1.0
shareblue.com	1.0
theforbiddenknowledge.com	1.0
dubuquetimes.com	1.0
stormfront.org/forum/blogs/recent-entries	1.0
albertatimes.com	1.0
emirates247.com	1.0
newswars.com	1.0
southbrowardnews.com	1.0
midcoasttoday.com	1.0
nwalabamanews.com	1.0
westcooknews.com	1.0
immediatesafety.org	2.0
eastcontracostanews.com	1.0
greanvillepost.com	2.0
southpinellastimes.com	1.0
davidwolfe.com	2.0
magicvalleytimes.com	1.0
fprnradio.com	1.0
assassinationscience.com	2.0
consciouslifenews.com	2.0
thepremiumnews.com	1.0
tdtalliance.com	3.0
rairfoundation.com	1.0
libertybell.com	1.0
newswatch28.com	2.0
freakoutnation.com	1.0
whydontyoutrythis.com	2.0
acallforanuprising.com	1.0
glaciercountrynews.com	1.0
northindynews.com	1.0
rumormillnews.com	2.0
mena.org.eg/en	1.0
conservativedailypost.com	4.0
nvbusinessdaily.com	1.0
msgulfnews.com	1.0
itmakessenseblog.com	2.0
newsoftrump.com	1.0
redpillpodcasts.com	1.0
redrightdaily.com	1.0
weekendpoliticalnews.com	1.0
dailyinfobox.com	2.0
nationalufocenter.com	1.0
news.gab.com	1.0
stormer-daily.rw	1.0
amtvmedia.com	2.0
rockinghamtimes.com	1.0
usatwentyfour.com	2.0
electionnightgatekeepers.com	1.0
experimentalvaccines.org	1.0
militianews.com	1.0
bonsens.info	1.0
newnation.org	1.0
dailynews5.com	2.0
conservativerevival.com	1.0
genzconservative.com	1.0
riverparishnews.com	1.0
embols.com	1.0
dakotatimes.com	1.0
innerstrength.zone	1.0
waterfordtoday.com	1.0
welovenative.com	2.0
altermedzentrum.com	1.0
naturalmedicine.news	1.0
ivmmeta.com	1.0
prairiestatewire.com	1.0
usamagazinestudio.com	2.0
globaltimes.cn	1.0
mainehighlandsnews.com	1.0
thewatchtowers.com	1.0
coed.com	1.0
gopusa.com	1.0
gardenstatetimes.com	1.0
lifenews.com	2.0
countyweekly.com	1.0
sanjosestandard.com	1.0
wichitastandard.com	1.0
nativeamericans.us	2.0
searizonanews.com	1.0
federalistpress.com	2.0
evolutionnews.org	1.0
centraliowatimes.com	1.0
covid19criticalcare.com	1.0
eutopia.buzz	1.0
newarkreporter.com	1.0
c19colchicine.com	1.0
politicalblindspot.com	1.0
libertyunyielding.com	2.0
rockinghamjournal.com	1.0
davidicke.com	1.0
